Rank,Word_with_Article,IPA,Eng_Approx,Meaning,Verb_Tense,Verb_Mood,Sentence,Sentence_IPA,Sentence_Eng_Approx,Sentence_Translation,Elision_Note,Sentence_Breakdown
2062,bouchon (le),/bu.ʃɔ̃/,boo-shon,traffic jam,,,On est dans les bouchons.,/ɔ̃ n‿ɛ dɑ̃ le bu.ʃɔ̃/,on nay dahn lay boo-shon,We’re stuck in traffic.,on + est -> on est (liaison),
2063,vitesse (la),/vi.tɛs/,vee-tess,speed,,,La vitesse est limitée ici.,/la vi.tɛs ɛ li.mi.te i.si/,lah vee-tess ay lee-mee-tay ee-see,The speed is limited here.,,
2064,route (la),/ʁut/,root,road,,,La route est fermée.,/la ʁut ɛ fɛʁ.me/,lah root ay fair-may,The road is closed.,,
2065,autoroute (l’),/o.tɔ.ʁut/,oh-toh-root,motorway,,,On prend l'autoroute à midi.,/ɔ̃ pʁɑ̃ lo.tɔ.ʁut a mi.di/,on pran loh-toh-root ah mee-dee,We take the motorway at noon.,la + autoroute -> l’autoroute,
2066,sortie (la),/sɔʁ.ti/,sor-tee,exit,,,La sortie est à droite.,/la sɔʁ.ti ɛ a dʁwat/,lah sor-tee ay ah drwat,The exit is on the right.,,
2067,entrée (l’),/ɑ̃.tʁe/,ahn-tray,entrance,,,L'entrée est gratuite aujourd'hui.,/lɑ̃.tʁe ɛ gʁa.tɥit o.ʒuʁ.dɥi/,lan-tray ay grah-tweet oh-zhoor-dwee,Entry is free today.,la + entrée -> l’entrée,
2068,accès (l’),/ak.sɛ/,ak-sess,access,,,L'accès est réservé au personnel.,/lak.sɛ ɛ ʁe.zɛʁ.ve o pɛʁ.sɔ.nɛl/,lak-sess ay ray-zair-vay oh pair-soh-nel,Access is restricted to staff.,le + accès -> l’accès,
2069,contrôle (le),/kɔ̃.tʁol/,kon-trol,check / control,,,Il y a un contrôle de billets.,/il j‿a ɛ̃ kɔ̃.tʁol də bi.jɛ/,eel yah an kon-trol duh bee-yeh,There is a ticket inspection.,il y a -> y a (liaison),
2070,amende (l’),/a.mɑ̃d/,ah-mand,fine (penalty),,,J'ai reçu une amende.,/ʒe ʁə.sy yn a.mɑ̃d/,zhay ruh-sy oon ah-mand,I received a fine.,,
2071,police (la),/pɔ.lis/,poh-leess,police,,,La police arrive rapidement.,/la pɔ.lis a.ʁiv ʁa.pid.mɑ̃/,lah poh-leess ah-reev rah-peed-man,The police arrive quickly.,,
2072,ambulance (l’),/ɑ̃.by.lɑ̃s/,ahn-byu-lans,ambulance,,,L'ambulance est déjà là.,/lɑ̃.by.lɑ̃s ɛ de.ʒa la/,lan-byu-lans ay day-zhah lah,The ambulance is already there.,la + ambulance -> l’ambulance,
2073,pompier (le),/pɔ̃.pje/,pon-pyay,firefighter,,,Les pompiers sont sur place.,/le pɔ̃.pje sɔ̃ syʁ plas/,lay pon-pyay son sur plass,The firefighters are on site.,,
2074,incendie (l’),/ɛ̃.sɑ̃.di/,an-san-dee,fire,,,L'incendie est maîtrisé.,/lɛ̃.sɑ̃.di ɛ mɛ.tʁi.ze/,lan-san-dee ay may-tree-zay,The fire is under control.,le + incendie -> l’incendie,
2075,alarme (l’),/a.laʁm/,ah-larm,alarm,,,L'alarme sonne pour rien.,/la.laʁm sɔn puʁ ʁjɛ̃/,lah-larm son poor ryan,The alarm goes off for no reason.,la + alarme -> l’alarme,
2076,consigne (la),/kɔ̃.siɲ/,kon-seen,rule / instruction,,,Je lis les consignes de sécurité.,/ʒə li le kɔ̃.siɲ də se.ky.ʁi.te/,zhuh lee lay kon-seen duh say-kyu-ree-tay,I read the safety instructions.,,
2077,sécurité (la),/se.ky.ʁi.te/,say-kyu-ree-tay,safety / security,,,La sécurité est renforcée.,/la se.ky.ʁi.te ɛ ʁɑ̃.fɔʁ.se/,lah say-kyu-ree-tay ay rahn-for-say,Security has been tightened.,,
2078,risque (le),/ʁisk/,reesk,risk,,,Il y a un risque de pluie.,/il j‿a ɛ̃ ʁisk də plɥi/,eel yah an reesk duh plwee,There’s a risk of rain.,il y a -> y a (liaison),
2079,problème (le),/pʁɔ.blɛm/,proh-blem,problem,,,J'ai un problème avec la commande.,/ʒe ɛ̃ pʁɔ.blɛm a.vɛk la kɔ.mɑ̃d/,zhay an proh-blem ah-vek lah koh-mand,I have a problem with the order.,,
2080,solution (la),/sɔ.ly.sjɔ̃/,soh-lyu-syon,solution,,,On a trouvé une solution.,/ɔ̃ n‿a tʁu.ve yn sɔ.ly.sjɔ̃/,on nah troo-vay oon soh-lyu-syon,We found a solution.,on + a -> on a (liaison),
2081,erreur (l’),/e.ʁœʁ/,ay-ruhr,error,,,J'ai fait une erreur.,/ʒe fɛ yn e.ʁœʁ/,zhay feh oon ay-ruhr,I made an error.,,
2082,bug (le),/bœg/,bug,bug (software),,,Il y a un bug après la mise à jour.,/il j‿a ɛ̃ bœg a.pʁɛ la miz a ʒuʁ/,eel yah an bug ah-preh lah meez ah zhoor,There’s a bug after the update.,il y a -> y a (liaison),
2083,panne (la),/pan/,pan,breakdown,,,L'ascenseur est en panne.,/la.sɑ̃.sœʁ ɛ ɑ̃ pan/,lah-san-sur ay an pan,The lift is out of order.,la + ascenseur -> l’ascenseur,
2084,réseau (le),/ʁe.zo/,ray-zoh,network,,,Le réseau est saturé.,/lə ʁe.zo ɛ sa.ty.ʁe/,luh ray-zoh ay sah-tyu-ray,The network is overloaded.,,
2085,redémarrage (le),/ʁə.de.ma.ʁaʒ/,ruh-day-ma-razh,restart,,,Un redémarrage résout souvent le problème.,/ɛ̃ ʁə.de.ma.ʁaʒ ʁe.zu su.vɑ̃ lə pʁɔ.blɛm/,an ruh-day-ma-razh ray-zoo soo-van luh proh-blem,A restart often solves the problem.,,
2086,réinitialisation (la),/ʁe.i.ni.sja.li.za.sjɔ̃/,ray-ee-nee-syah-lee-zah-syon,reset,,,La réinitialisation efface tout.,/la ʁe.i.ni.sja.li.za.sjɔ̃ e.fas tu/,lah ray-ee-nee-syah-lee-zah-syon eh-fass too,The reset wipes everything.,,
2087,mettre à jour,/mɛtʁ a ʒuʁ/,mett-r ah zhoor,to update,Infinitive,Infinitive,Je dois mettre à jour l'application.,/ʒə dwa mɛtʁ a ʒuʁ la.pli.ka.sjɔ̃/,zhuh dwah mett-r ah zhoor lah-plee-kah-syon,I need to update the app.,le + application -> l’application,
2088,téléphoner,/te.le.fɔ.ne/,tay-lay-foh-nay,to phone,Infinitive,Infinitive,Je vais téléphoner au service client.,/ʒə vɛ te.le.fɔ.ne o sɛʁ.vis kljɑ̃/,zhuh veh tay-lay-foh-nay oh sair-veess klee-an,I’m going to phone customer service.,,
2089,répondre,/ʁe.pɔ̃dʁ/,ray-pond-r,to answer,Infinitive,Infinitive,Personne ne répond ce matin.,/pɛʁ.sɔn nə ʁe.pɔ̃ sə ma.tɛ̃/,pair-son nu ray-pon suh mah-tan,Nobody is answering this morning.,ne ... pas omitted (negative without pas is possible but marked); better: ne répond pas
2090,attendre,/a.tɑ̃dʁ/,ah-tan-dr,to wait,Infinitive,Infinitive,Je vais attendre cinq minutes.,/ʒə vɛ a.tɑ̃dʁ sɛ̃k mi.nyt/,zhuh veh ah-tan-dr sank mee-nut,I’m going to wait five minutes.,,
2091,chercher,/ʃɛʁ.ʃe/,share-shay,to look for,Infinitive,Infinitive,Je cherche mes clés.,/ʒə ʃɛʁʃ me kle/,zhuh shairsh may klay,I’m looking for my keys.,,
2092,trouver,/tʁu.ve/,troo-vay,to find,Infinitive,Infinitive,J'espère trouver une solution.,/ʒ‿ɛs.pɛʁ tʁu.ve yn sɔ.ly.sjɔ̃/,zhes-pair troo-vay oon soh-lyu-syon,I hope to find a solution.,je + espère -> j’espère,
2093,réussir,/ʁe.y.siʁ/,ray-yu-seer,to succeed,Infinitive,Infinitive,Je veux réussir cet examen.,/ʒə vø ʁe.y.siʁ sɛt ɛg.za.mɛ̃/,zhuh vuh ray-yu-seer set eg-zah-man,I want to pass this exam.,,
2094,échouer,/e.ʃu.e/,ay-shoo-ay,to fail,Infinitive,Infinitive,Il ne veut pas échouer.,/il nə vø pa e.ʃu.e/,eel nu vuh pah ay-shoo-ay,He doesn’t want to fail.,,
2095,continuer,/kɔ̃.ti.nɥe/,kon-tee-nuyay,to continue,Infinitive,Infinitive,On va continuer demain.,/ɔ̃ va kɔ̃.ti.nɥe də.mɛ̃/,on vah kon-tee-nuyay duh-man,We’ll continue tomorrow.,,
2096,arrêter,/a.ʁe.te/,ah-ray-tay,to stop,Infinitive,Infinitive,Je préfère arrêter maintenant.,/ʒə pʁe.fɛʁ a.ʁe.te mɛ̃.tə.nɑ̃/,zhuh pray-fair ah-ray-tay man-tuh-nan,I’d rather stop now.,,
2097,finir,/fi.niʁ/,fee-neer,to finish,Infinitive,Infinitive,Je dois finir ce dossier.,/ʒə dwa fi.niʁ sə dɔ.sje/,zhuh dwah fee-neer suh doh-syay,I need to finish this file.,,
2098,commencer,/kɔ.mɑ̃.se/,koh-man-say,to start,Infinitive,Infinitive,Je vais commencer tôt.,/ʒə vɛ kɔ.mɑ̃.se to/,zhuh veh koh-man-say toh,I’m going to start early.,,
2099,examen (l’),/ɛg.za.mɛ̃/,eg-zah-man,exam,,,L'examen est demain matin.,/lɛg.za.mɛ̃ ɛ də.mɛ̃ ma.tɛ̃/,leg-zah-man ay duh-man mah-tan,The exam is tomorrow morning.,le + examen -> l’examen,
2100,résultat (le),/ʁe.zyl.ta/,ray-zul-tah,result,,,Le résultat est positif.,/lə ʁe.zyl.ta ɛ pɔ.zi.tif/,luh ray-zul-tah ay poh-zee-teef,The result is positive.,,
2101,objectif (l’),/ɔb.ʒɛk.tif/,ob-zhek-teef,goal,,,L'objectif est atteint.,/lɔb.ʒɛk.tif ɛ a.tɛ̃/,lob-zhek-teef ay ah-tan,The goal has been reached.,le + objectif -> l’objectif,
2102,progrès (le),/pʁɔ.gʁɛ/,proh-gray,progress,,,Je fais des progrès.,/ʒə fɛ de pʁɔ.gʁɛ/,zhuh feh day proh-gray,I’m making progress.,,
2103,habitude (l’),/a.bi.tyd/,ah-bee-tyud,habit,,,C'est une bonne habitude.,/s‿ɛt yn bɔn a.bi.tyd/,set oon bon ah-bee-tyud,It’s a good habit.,ce + est -> c'est,
2104,effort (l’),/e.fɔʁ/,ay-for,effort,,,Un effort suffit parfois.,/ɛ̃n e.fɔʁ sy.fi paʁ.fwa/,an ay-for su-fee par-fwah,One effort is sometimes enough.,un + effort -> liaison,
2105,confiance (la),/kɔ̃.fjɑ̃s/,kon-fyans,confidence / trust,,,J'ai confiance en toi.,/ʒe kɔ̃.fjɑ̃s ɑ̃ twa/,zhay kon-fyans an twah,I trust you.,,
2106,patience (la),/pa.sjɑ̃s/,pah-syans,patience,,,Il faut de la patience.,/il fo də la pa.sjɑ̃s/,eel foh duh lah pah-syans,You need patience.,,
2107,calme (le),/kalm/,kalm,calm,,,Le calme revient le soir.,/lə kalm ʁə.vjɛ̃ lə swaʁ/,luh kahm ruh-vyan luh swahr,Calm returns in the evening.,,
2108,stress (le),/stʁɛs/,stress,stress,,,Le stress me fatigue.,/lə stʁɛs mə fa.tig/,luh stress muh fah-teeg,Stress makes me tired.,,
2109,respiration (la),/ʁɛs.pi.ʁa.sjɔ̃/,ress-pee-rah-syon,breathing,,,La respiration devient régulière.,/la ʁɛs.pi.ʁa.sjɔ̃ də.vjɛ̃ ʁe.gy.ljɛʁ/,lah ress-pee-rah-syon duh-vyan ray-gyu-lyair,Breathing becomes regular.,,
2110,pause (la),/poz/,pohz,break / pause,,,Je fais une pause de cinq minutes.,/ʒə fɛ yn poz də sɛ̃k mi.nyt/,zhuh feh oon pohz duh sank mee-nut,I’m taking a five-minute break.,,
2111,sommeil (le),/sɔ.mɛj/,soh-may,sleep,,,Je manque de sommeil en semaine.,/ʒə mɑ̃k də sɔ.mɛj ɑ̃ sɛ.mɛn/,,"I lack sleep during the week.",,
2112,rêve (le),/ʁɛv/,rev,dream,,,J'ai fait un rêve étrange.,/ʒe fɛ ɛ̃ ʁɛv etʁɑ̃ʒ/,,"I had a strange dream.",,
2113,cauchemar (le),/koʃ.maʁ/,kosh-mar,nightmare,,,Ce cauchemar m'a réveillé.,/sə koʃ.maʁ m‿a ʁe.ve.je/,,"That nightmare woke me up.",m'a (me + a),
2114,réveil (le),/ʁe.vɛj/,ray-vay,alarm clock,,,Le réveil sonne trop tôt.,/lə ʁe.vɛj sɔn tʁo to/,,"The alarm goes off too early.",,
2115,insomnie (l’),/ɛ̃.sɔm.ni/,an-som-nee,insomnia,,,L'insomnie me fatigue.,/lɛ̃.sɔm.ni mə fa.tig/,,"Insomnia makes me tired.",l’ + insomnie,
2116,sieste (la),/sjɛst/,syest,nap,,,Je fais une sieste après le déjeuner.,/ʒə fɛ yn sjɛst a.pʁɛ lə de.ʒø.ne/,,"I have a nap after lunch.",,
2117,énergie (l’),/e.nɛʁ.ʒi/,ay-nair-zhee,energy,,,Je n'ai plus d'énergie ce soir.,/ʒə n‿e ply de.nɛʁ.ʒi sə swaʁ/,,"I have no energy left tonight.",n’ai (ne + ai)
2118,forme (la),/fɔʁm/,form,fitness / form,,,Je suis en forme aujourd'hui.,/ʒə sɥi ɑ̃ fɔʁm o.ʒuʁ.dɥi/,,"I’m feeling fit today.",,
2119,stressé,/stʁe.se/,stray-say,stressed,,,Je suis stressé avant l'examen.,/ʒə sɥi stʁe.se a.vɑ̃ lɛg.za.mɛ̃/,,"I’m stressed before the exam.",l’ + examen
2120,détendu,/de.tɑ̃.dy/,day-tan-dyu,relaxed,,,Je me sens plus détendu ici.,/ʒə mə sɑ̃ ply de.tɑ̃.dy i.si/,,"I feel more relaxed here.",,
2121,concentration (la),/kɔ̃.sɑ̃.tʁa.sjɔ̃/,kon-san-tra-syon,concentration,,,La concentration baisse l'après-midi.,/la kɔ̃.sɑ̃.tʁa.sjɔ̃ bɛs la.pʁɛ.mi.di/,,"Concentration drops in the afternoon.",l’ + après-midi
2122,distraction (la),/dis.tʁak.sjɔ̃/,dees-trak-syon,distraction,,,Je coupe les distractions pendant une heure.,/ʒə kup le dis.tʁak.sjɔ̃ pɑ̃.dɑ̃ yn œʁ/,,"I cut out distractions for an hour.",,
2123,silence (le),/si.lɑ̃s/,see-lans,silence,,,Le silence m'aide à travailler.,/lə si.lɑ̃s m‿ɛd a tʁa.va.je/,,"Silence helps me work.",m’aide (me + aide)
2124,bruit (le),/bʁɥi/,brwee,noise,,,Le bruit vient de la rue.,/lə bʁɥi vjɛ̃ də la ʁy/,,"The noise comes from the street.",,
2125,voisin (le),/vwa.zɛ̃/,vwah-zan,neighbour (m),,,Mon voisin fait des travaux.,/mɔ̃ vwa.zɛ̃ fɛ de tʁa.vo/,,"My neighbour is doing building work.",,
2126,voisine (la),/vwa.zin/,vwah-zeen,neighbour (f),,,Ma voisine m'a prévenu.,/ma vwa.zin m‿a pʁe.və.ny/,,"My neighbour warned me.",m’a (me + a)
2127,quartier (le),/kaʁ.tje/,kar-tyay,neighbourhood,,,Le quartier est animé le soir.,/lə kaʁ.tje ɛ a.ni.me lə swaʁ/,,"The area is lively in the evening.",,
2128,immeuble (l’),/i.mœbl/,ee-muhbl,block of flats,,,L'immeuble est ancien.,/li.mœbl ɛ ɑ̃.sjɛ̃/,,"The building is old.",l’ + immeuble
2129,ascenseur (l’),/a.sɑ̃.sœʁ/,ah-san-sur,lift,,,L'ascenseur ne fonctionne pas.,/la.sɑ̃.sœʁ nə fɔ̃k.sjɔn pa/,,"The lift isn’t working.",l’ + ascenseur
2130,escalier (l’),/ɛs.ka.lje/,ess-kah-lyay,stairs,,,Je prends l'escalier pour monter.,/ʒə pʁɑ̃ lɛs.ka.lje puʁ mɔ̃.te/,,"I take the stairs to go up.",l’ + escalier
2131,étage (l’),/e.taʒ/,ay-tazh,floor (storey),,,J'habite au troisième étage.,/ʒa.bit o tʁwa.zjɛm e.taʒ/,,"I live on the third floor.",j’habite (je + habite)
2132,rez-de-chaussée (le),/ʁɛ də ʃo.se/,reh duh shoh-say,ground floor,,,Le colis est au rez-de-chaussée.,/lə kɔ.li ɛ o ʁɛ də ʃo.se/,,"The parcel is on the ground floor.",,
2133,serrure (la),/sɛ.ʁyʁ/,seh-ryur,lock,,,La serrure coince parfois.,/la sɛ.ʁyʁ kwɛ̃s paʁ.fwa/,,"The lock sometimes sticks.",,
2134,clé (la),/kle/,klay,key,,,J'ai perdu la clé de la boîte.,/ʒe pɛʁ.dy la kle də la bwat/,,"I lost the key to the box.",,
2135,porte (la),/pɔʁt/,port,door,,,La porte est restée ouverte.,/la pɔʁt ɛ ʁɛs.te u.vɛʁt/,,"The door was left open.",,
2136,fenêtre (la),/fə.nɛtʁ/,fuh-netr,window,,,J'ouvre la fenêtre cinq minutes.,/ʒu.vʁə la fə.nɛtʁ sɛ̃k mi.nyt/,,"I open the window for five minutes.",j’ouvre (je + ouvre)
2137,volet (le),/vɔ.lɛ/,voh-lay,shutter,,,Je ferme les volets le soir.,/ʒə fɛʁm le vɔ.lɛ lə swaʁ/,,"I close the shutters in the evening.",,
2138,ampoule (l’),/ɑ̃.pul/,am-pool,light bulb,,,L'ampoule a grillé.,/lɑ̃.pul a gʁi.je/,,"The bulb blew.",l’ + ampoule
2139,prise (la),/pʁiz/,preez,socket,,,La prise est derrière le canapé.,/la pʁiz ɛ dɛ.ʁjɛʁ lə ka.na.pe/,,"The socket is behind the sofa.",,
2140,interrupteur (l’),/ɛ̃.tɛ.ʁyp.tœʁ/,an-ter-rup-ter,switch,,,L'interrupteur est cassé.,/lɛ̃.tɛ.ʁyp.tœʁ ɛ ka.se/,,"The switch is broken.",l’ + interrupteur
2141,panne (la),/pan/,pan,breakdown,,,La panne dure depuis ce matin.,/la pan dyʁ də.pɥi sə ma.tɛ̃/,,"The outage has lasted since this morning.",,
2142,coupure (la),/ku.pyʁ/,koo-pyur,cut (power/water),,,Il y a une coupure d'eau.,/il j‿a yn ku.pyʁ do/,,"There’s a water cut.",d’eau (de + eau)
2143,électricité (l’),/e.lɛk.tʁi.si.te/,ay-lek-tree-see-tay,electricity,,,L'électricité a été rétablie.,/e.lɛk.tʁi.si.te a e.te ʁe.ta.bli/,,"Electricity has been restored.",,
2144,eau chaude (l’),/o ʃod/,oh shod,hot water,,,Je n'ai plus d'eau chaude.,/ʒə n‿e ply do ʃod/,,"I’ve got no hot water left.",n’ai (ne + ai); d’eau (de + eau)
2145,fuite (la),/fɥit/,fweet,leak,,,Il y a une fuite sous l'évier.,/il j‿a yn fɥit su l‿e.vje/,,"There’s a leak under the sink.",l’ + évier
2146,plombier (le),/plɔ̃.bje/,plon-byay,plumber,,,J'appelle un plombier demain.,/ʒa.pɛl ɛ̃ plɔ̃.bje də.mɛ̃/,,"I’m calling a plumber tomorrow.",j’appelle (je + appelle)
2147,évier (l’),/e.vje/,ay-vyay,sink,,,L'évier est bouché.,/le.vje ɛ bu.ʃe/,,"The sink is blocked.",l’ + évier
2148,toilettes (les),/twa.lɛt/,twah-let,toilet,,,Les toilettes sont au fond.,/le twa.lɛt sɔ̃ o fɔ̃/,,"The toilets are at the back.",,
2149,robinet (le),/ʁɔ.bi.nɛ/,roh-bee-nay,tap,,,Le robinet goutte.,/lə ʁɔ.bi.nɛ gut/,,"The tap is dripping.",,
2150,pression (la),/pʁɛ.sjɔ̃/,press-yon,pressure,,,La pression est trop basse.,/la pʁɛ.sjɔ̃ ɛ tʁo bas/,,"The pressure is too low.",,
2151,linge (le),/lɛ̃ʒ/,lan-zh,linen / laundry,,,Je plie le linge propre.,/ʒə pli lə lɛ̃ʒ pʁɔp/,,"I fold the clean laundry.",,
2152,panier (le),/pa.nje/,pah-nyay,basket,,,Le panier est plein de linge.,/lə pa.nje ɛ plɛ̃ də lɛ̃ʒ/,,"The basket is full of laundry.",,
2153,lessive (la),/lɛ.siv/,leh-seev,laundry detergent / wash,,,Je lance une lessive ce soir.,/ʒə lɑ̃s yn lɛ.siv sə swaʁ/,,"I’m putting a wash on tonight.",,
2154,machine (la),/ma.ʃin/,mah-sheen,washing machine,,,La machine vibre trop.,/la ma.ʃin vibʁ tʁo/,,"The machine vibrates too much.",,
2155,sèche-linge (le),/sɛʃ lɛ̃ʒ/,sesh lan-zh,tumble dryer,,,Le sèche-linge est en panne.,/lə sɛʃ lɛ̃ʒ ɛ ɑ̃ pan/,,"The tumble dryer is out of order.",,
2156,vaisselle (la),/vɛ.sɛl/,veh-sell,dishes,,,Je fais la vaisselle après manger.,/ʒə fɛ la vɛ.sɛl a.pʁɛ mɑ̃.ʒe/,,"I do the washing-up after eating.",,
2157,lave-vaisselle (le),/lav vɛ.sɛl/,lav veh-sell,dishwasher,,,Le lave-vaisselle fuit.,/lə lav vɛ.sɛl fɥit/,,"The dishwasher leaks.",,
2158,déchet (le),/de.ʃɛ/,day-sheh,waste,,,Ce déchet va au recyclage.,/sə de.ʃɛ va o ʁə.si.klaʒ/,,"This waste goes in recycling.",,
2159,ordures (les),/ɔʁ.dyʁ/,or-dyur,rubbish,,,Je sors les ordures ce soir.,/ʒə sɔʁ le zɔʁ.dyʁ sə swaʁ/,,"I’m taking the rubbish out tonight.",liaison (les ordures)
2160,conteneur (le),/kɔ̃.tə.nœʁ/,kon-tuh-nur,bin / container,,,Le conteneur est dehors.,/lə kɔ̃.tə.nœʁ ɛ dɔʁ/,,"The bin is outside.",,
2161,jardin (le),/ʒaʁ.dɛ̃/,zhar-dan,garden,,,Le jardin est fermé l'hiver.,/lə ʒaʁ.dɛ̃ ɛ fɛʁ.me li.vɛʁ/,,"The garden is closed in winter.",l’hiver (le + hiver)
2162,plante (la),/plɑ̃t/,plant,plant,,,Cette plante manque de lumière.,/sɛt plɑ̃t mɑ̃k də ly.mjɛʁ/,,"This plant lacks light.",,
2163,arrosage (l’),/a.ʁo.zaʒ/,ah-roh-zazh,watering,,,L'arrosage est automatique.,/la.ʁo.zaʒ ɛ o.tɔ.ma.tik/,,"The watering is automatic.",l’ + arrosage
2164,terre (la),/tɛʁ/,terr,soil / earth,,,La terre est trop sèche.,/la tɛʁ ɛ tʁo sɛʃ/,,"The soil is too dry.",,
2165,graine (la),/gʁɛn/,gren,seed,,,Je plante une graine au printemps.,/ʒə plɑ̃t yn gʁɛn o pʁɛ̃.tɑ̃/,,"I plant a seed in spring.",,
2166,fleur (la),/flœʁ/,flur,flower,,,La fleur a fané.,/la flœʁ a fa.ne/,,"The flower has wilted.",,
2167,arbre (l’),/aʁbʁ/,arbr,tree,,,L'arbre perd ses feuilles.,/laʁbʁ pɛʁ se fœj/,,"The tree is losing its leaves.",l’ + arbre
2168,feuille (la),/fœj/,fuhy,leaf,,,Une feuille est tombée.,/yn fœj ɛ tɔ̃.be/,,"A leaf fell.",,
2169,branche (la),/bʁɑ̃ʃ/,bran-sh,branch,,,La branche est cassée.,/la bʁɑ̃ʃ ɛ ka.se/,,"The branch is broken.",,
2170,outil (l’),/u.ti/,oo-tee,tool,,,Je range l'outil après usage.,/ʒə ʁɑ̃ʒ lu.ti a.pʁɛ y.zaʒ/,,"I put the tool away after use.",l’ + outil
2171,réparer,/ʁe.pa.ʁe/,ray-pah-ray,to repair,Infinitive,Infinitive,Je dois réparer la serrure.,/ʒə dwa ʁe.pa.ʁe la sɛ.ʁyʁ/,,"I need to repair the lock.",,
2172,remplacer,/ʁɑ̃.pla.se/,ran-plah-say,to replace,Infinitive,Infinitive,Je vais remplacer l'ampoule.,/ʒə vɛ ʁɑ̃.pla.se lɑ̃.pul/,,"I’m going to replace the bulb.",l’ + ampoule
2173,vérifier,/ve.ʁi.fje/,vay-ree-fyay,to check,Infinitive,Infinitive,Je vais vérifier le compteur.,/ʒə vɛ ve.ʁi.fje lə kɔ̃.tœʁ/,,"I’m going to check the meter.",,
2174,compteur (le),/kɔ̃.tœʁ/,kon-ter,meter (gas/electric),,,Le compteur affiche une erreur.,/lə kɔ̃.tœʁ a.fiʃ yn e.ʁœʁ/,,"The meter shows an error.",,
2175,mesure (la),/mə.zyʁ/,muh-zyur,measurement,,,La mesure est précise.,/la mə.zyʁ ɛ pʁe.siz/,,"The measurement is precise.",,
2176,taille (la),/taj/,tie,size,,,La taille ne me va pas.,/la taj nə mə va pa/,,"The size doesn’t fit me.",,
2177,pointure (la),/pwɛ̃.tyʁ/,pwan-tyur,shoe size,,,Quelle est votre pointure ?,/kɛl ɛ vɔtʁə pwɛ̃.tyʁ/,,"What is your shoe size?",,
2178,essayage (l’),/e.sɛ.jaʒ/,eh-say-yazh,trying on,,,L'essayage est possible ici.,/le.sɛ.jaʒ ɛ pɔ.sibl i.si/,,"Trying on is possible here.",l’ + essayage
2179,cabine (la),/ka.bin/,kah-been,changing room,,,La cabine est libre.,/la ka.bin ɛ libʁ/,,"The changing room is free.",,
2180,retouche (la),/ʁə.tuʃ/,ruh-toosh,alteration (clothes),,,Je demande une retouche.,/ʒə də.mɑ̃d yn ʁə.tuʃ/,,"I’m asking for an alteration.",,
2181,tissu (le),/ti.sy/,tee-sy,fabric,,,Le tissu est agréable.,/lə ti.sy ɛ a.gʁe.abl/,,"The fabric is pleasant.",,
2182,coton (le),/kɔ.tɔ̃/,koh-ton,cotton,,,C'est du coton épais.,/sɛ dy kɔ.tɔ̃ e.pɛ/,,"It’s thick cotton.",c’est (ce + est)
2183,laine (la),/lɛn/,len,wool,,,La laine gratte un peu.,/la lɛn gʁat ɛ̃ pø/,,"The wool is a bit itchy.",,
2184,cuir (le),/kɥiʁ/,kweer,leather,,,Le cuir est de bonne qualité.,/lə kɥiʁ ɛ də bɔn ka.li.te/,,"The leather is good quality.",,
2185,fermeture éclair (la),/fɛʁ.mə.tyʁ e.klɛʁ/,fair-muh-tyur ay-klair,zip,,,La fermeture éclair est coincée.,/la fɛʁ.mə.tyʁ e.klɛʁ ɛ kwɛ̃.se/,,"The zip is stuck.",,
2186,bouton (le),/bu.tɔ̃/,boo-ton,button,,,Il manque un bouton.,/il mɑ̃k ɛ̃ bu.tɔ̃/,,"A button is missing.",,
2187,couture (la),/ku.tyʁ/,koo-tyur,seam / stitching,,,La couture a lâché.,/la ku.tyʁ a la.ʃe/,,"The stitching gave way.",,
2188,aiguille (l’),/e.gɥij/,ay-gwee,needle,,,J'ai besoin d'une aiguille.,/ʒe bə.zwɛ̃ dyn e.gɥij/,,"I need a needle.",d’une (de + une)
2189,fil (le),/fil/,feel,thread,,,Le fil est trop fin.,/lə fil ɛ tʁo fɛ̃/,,"The thread is too thin.",,
2190,réparer (la couture),/ʁe.pa.ʁe/,ray-pah-ray,to mend,Infinitive,Infinitive,Je vais réparer la couture.,/ʒə vɛ ʁe.pa.ʁe la ku.tyʁ/,,"I’m going to mend the seam.",,
2191,magasin (le),/ma.ga.zɛ̃/,mah-gah-zan,shop,,,Le magasin ferme à dix-neuf heures.,/lə ma.ga.zɛ̃ fɛʁm a diz.nœv œʁ/,,"The shop closes at 7 p.m.",,
2192,boutique (la),/bu.tik/,boo-teek,boutique,,,Cette boutique est chère.,/sɛt bu.tik ɛ ʃɛʁ/,,"This boutique is expensive.",,
2193,rayon (le),/ʁɛ.jɔ̃/,ray-yon,aisle / section,,,Le rayon chaussures est au fond.,/lə ʁɛ.jɔ̃ ʃo.syʁ ɛ o fɔ̃/,,"The shoe section is at the back.",,
2194,caisse (la),/kɛs/,kess,till / checkout,,,Je paie à la caisse.,/ʒə pɛ a la kɛs/,,"I pay at the till.",,
2195,caissier (le),/kɛ.sje/,kess-yay,checkout assistant (m),,,Le caissier me demande un sac.,/lə kɛ.sje mə də.mɑ̃d ɛ̃ sak/,,"The cashier asks me for a bag.",,
